Time,X,Y,Z,VX,VY,VZ
25429491.9161543,46530199.6800946,-143808898.615687,-1116038.30055642,24.3904633721479,10.4034742156001,-1.16143039978317
25604853.3725578,50778930.1183655,-141899686.854763,-1319006.80063323,24.06112567343,11.3703702080353,-1.15318864646216
25818992.8806954,55884541.2976596,-139338991.530275,-1564700.08290551,23.6157880261704,12.5444559418902,-1.14114780399757
26033132.388833,60889645.2286167,-136527748.376011,-1807578.94282048,23.1222751580715,13.7101965047645,-1.12689494138763
26247271.8969706,65783832.2224341,-133467881.779759,-2047164.59351521,22.5797740566635,14.8663684906005,-1.11038545415257
26461411.4051081,70556521.7513115,-130161578.276056,-2282968.84127365,21.9874010406004,16.0116533642751,-1.09157093602804
26693914.8202143,75588380.2738761,-126295576.874444,-2534132.22817378,21.2866497619165,17.2411598554887,-1.06847216047765
26926418.2353205,80450225.3090869,-122145587.355452,-2779595.33032905,20.5247073295545,18.4541238938157,-1.04252379354669
27158921.6504267,85127665.2140355,-117715730.226731,-3018686.40339046,19.7002222901086,19.6483132429778,-1.01365035574547
27391425.0655329,89605997.228573,-113010646.989209,-3250716.27913859,18.8117639819372,20.821280730077,-0.981771378625983
27633302.1412212,94037392.2267045,-107829392.148457,-3483845.14379492,17.817983433843,22.0161193541189,-0.945325958381567
27875179.2169094,98219674.2016053,-102362589.245852,-3707744.32777705,16.7516437463592,23.1816971573731,-0.905436746391718
28117056.2925977,102135081.064687,-96617796.9428418,-3921568.150037,15.6110196840116,24.314253902918,-0.862001268558372
28358933.368286,105765436.139609,-90603490.8571222,-4124446.21454391,14.3943638804246,25.4096363395457,-0.814913419609918
28603279.2609722,109124464.311392,-84263811.3480493,-4317368.07572474,13.0863241491096,26.4737780465393,-0.763526024842984
28847625.1536585,112154006.267074,-77669834.7861411,-4497253.39586244,11.6972538048338,27.490019876659,-0.708190480558978
29091971.0463448,114834086.105059,-70834019.5244126,-4663124.49859754,10.2256335777529,28.4525015422118,-0.648799419275198
29336316.9390311,117144363.739579,-63770272.2194922,-4813977.67799447,8.67010873341648,29.3547627076844,-0.585248804948053
29563889.9576543,118945300.675931,-57000000.211099,-4940064.80637537,7.1449143012507,30.1346910785973,-0.522233556560098
29791462.9762774,120390684.455616,-50059462.2755781,-5051384.21356915,5.54540858108166,30.8498855620483,-0.455457750993885
30019035.9949006,121463605.622341,-42964210.3847715,-5147074.66651971,3.87141576590472,31.4934374782707,-0.384867099249189
30246609.0135238,122147131.571812,-35731384.1350767,-5226263.22857681,2.1231794319809,32.0578571587229,-0.310422176828534
30448560.1945766,122414000.480388,-29212822.0875175,-5282006.144193,0.510194755168446,32.4859520838826,-0.241114060341981
30650511.3756294,122349349.863339,-22615242.1475614,-5323443.77654817,-1.15963310497559,32.8392751607095,-0.16875967492884
30852462.5566823,121941881.960207,-15954417.8276917,-5349964.53968483,-2.88474786336481,33.1113685768223,-0.0933852760040823
31054413.7377351,121180635.639972,-9247430.04583506,-5360963.12774695,-4.66303329773201,33.2954181655491,-0.0150397829598811
31189114.6562269,120470980.059682,-4757283.56995574,-5359374.96990261,-5.87737305560394,33.3657057349202,0.0388323021161684
31323815.5747186,119596294.425577,-260644.431113619,-5350444.98134243,-7.11312160106705,33.3914420207431,0.0939618292515188
31458516.4932104,118553780.733518,4236331.77433055,-5334006.58416396,-8.36908015439911,33.3703775681356,0.150310265109846
31593217.4117022,117340807.566308,8727188.9319258,-5309898.63633473,-9.64387185820249,33.3002218264197,0.20783138312207
31722485.9557962,116014197.481919,13024908.5334419,-5279407.44492344,-10.8835081260247,33.1845784154712,0.26408486202852
31851754.4998902,114526394.690083,17304506.4777981,-5241580.76231322,-12.1374627263984,33.0195139627576,0.321311190786401
31981023.0439843,112875668.70968,21559458.7270958,-5196297.3089403,-13.4039582307099,32.8029636092042,0.379444699904971
32110291.5880783,111060523.926938,25782979.4725829,-5143444.55716153,-14.68101941042,32.5328767651196,0.43841077203349
